PLU,Name,Pantry,Fridge,Freezer
4282,"Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4283,"Large Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red) Grapefruit",7,21,330
4284,Small Deep Red Grapefruit,7,21,330
4285,Small Deep Red Grapefruit,7,21,330
4286,Small Deep Red Grapefruit,7,21,330
4287,Large Deep Red Grapefruit,7,21,330
4288,Large Deep Red Grapefruit,7,21,330
4289,Large Deep Red Grapefruit,7,21,330
4290,Small White Grapefruit,7,21,330
4291,Small White Grapefruit,7,21,330
4292,Small White Grapefruit,7,21,330
4293,Large White Grapefruit,7,21,330
4294,Large White Grapefruit,7,21,330
4295,Large White Grapefruit,7,21,330
4296,Retailer Assigned Grapefruit,7,21,330
4297,Retailer Assigned Grapefruit,7,21,330
4298,Retailer Assigned Grapefruit,7,21,330
4491,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4492,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4493,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4494,Extra-Large Deep Red Grapefruit,7,21,330
4495,Extra-Large Deep Red Grapefruit,7,21,330
4496,Extra-Large Deep Red Grapefruit,7,21,330
3043,"Italia, Seeded Grapes",5,10,330
3093,Retailer Assigned Grapes,5,10,330
3094,Retailer Assigned Grapes,5,10,330
3359,Chasselas Grapes,5,10,330
3360,Muscat De Hambourg Grapes,5,10,330
3449,Sugrathirteen Grapes,5,10,330
3450,Sugranineteen Grapes,5,10,330
3451,Sugrathirtyfour Grapes,5,10,330
3452,Sugrathirtyfive Grapes,5,10,330
3469,Sugrasixteen Grapes,5,10,330
3491,Arra Fifteen Grapes,5,10,330
3492,Arra Twentynine Grapes,5,10,330
3496,Ifg Core Red Seedless Grapes,5,10,330
3497,Ifg Core Black Seedless Grapes,5,10,330
3498,Ifg Core Green Seedless Grapes,5,10,330
3499,Ifg Novelty Red Seedless Grapes,5,10,330
3500,Ifg Novelty Black Seedless Grapes,5,10,330
3501,Ifg Novelty Green Seedless Grapes,5,10,330
3502,Arra Twentyseven Grapes,5,10,330
3503,Arra Twentyeight Grapes,5,10,330
3504,Arra Thirty Grapes,5,10,330
3505,Arra Thirtytwo Grapes,5,10,330
3506,Sweet Scarlet Grapes,5,10,330
3508,Thomcord Grapes,5,10,330
3530,Jupiter Grapes,5,10,330
3531,Sugra Family Black Seedless Grapes,5,10,330
3532,Sugra Family Green Seedless Grapes,5,10,330
3533,Sugra Family Novelty Seedless Grapes,5,10,330
3534,Sugra Family Red Seedless Grapes,5,10,330
4022,White/Green Seedless - Peerlette Seedless/Thompson Seedless Grapes,5,10,330
4023,Red Seedless - Flame/Ruby/Emperatriz Grapes,5,10,330
4056,Blue/Black Seedless (All Other Varieties Not Listed Above Including Beauty And Autumn Royal) Grapes,5,10,330
4270,Blue/Black Seeded (Ribier/Exotic/Niabel) Grapes,5,10,330
4271,Champagne Grapes,5,10,330
4272,Concord Grapes,5,10,330
4273,Red Seeded (Cardinal/Emperor/Queen/Christmas Rose) Grapes,5,10,330
4274,White/Green Seeded (All Others Not Listed) Grapes,5,10,330
4275,Retailer Assigned Grapes,5,10,330
4276,Retailer Assigned Grapes,5,10,330
4277,Retailer Assigned Grapes,5,10,330
4278,Retailer Assigned Grapes,5,10,330
4497,Sugraone Grapes,5,10,330
4498,White/Green Seedless (All Others Not Listed Above (Including Autumn King)) Grapes,5,10,330
4499,Crimson/Majestic Grapes,5,10,330
4635,Red Seedless Grapes,5,10,330
4636,Red Globe Grapes,5,10,330
4637,Red Seeded Grapes,5,10,330
4638,Fantasy/Marroo Grapes,5,10,330
4957,Blue/Black Seeded (All Others Not Listed Above) Grapes,5,10,330
4614,Collard Greens,5,8,30
4615,Dandelion Greens,5,8,30
4616,Mustard (Synonymous With Gai (Gui) Choy) Greens,5,8,30
4617,Polk Greens Greens,5,8,30
4618,Texas Mustard Greens,5,8,30
4619,Turnip Greens,5,8,30
4620,Retailer Assigned Greens,5,8,30
4621,Retailer Assigned Greens,5,8,30
4622,Retailer Assigned Greens,5,8,30
4623,Retailer Assigned Greens,5,8,30
4624,Retailer Assigned Greens,5,8,30
4299,Guava,5,3,330
4300,Homli Fruit,5,8,30
4625,Horseradish Root,5,30,45
3454,Green Jackfruit,5,8,30
3455,Yellow Jackfruit,5,8,30
4626,Jicama/Yam Bean,5,8,30
3095,Multicolor Kale,5,6,330
4627,Kale,5,6,330
3446,Kale Sprouts,5,8,30
4302,Kiwano (Horned Melon),5,8,30
3279,Golden Kiwifruit,5,8,30
3280,Jumbo Regular Kiwifruit,5,8,30
3517,Retailer Assigned - Gold Derivative Varieties Kiwifruit,5,8,30
4030,Regular Kiwifruit,5,8,30
4301,Retailer Assigned Kiwifruit,5,8,30
3096,Purple/Red/All Other Colors Kohlrabi,5,4,330
4628,Kohlrabi,5,4,330
4303,Kumquat,5,8,30
3402,Regular - Bunch Leeks,5,10,330
3403,Baby - Bunch Leeks,5,10,330
4629,Regular Leeks,5,10,330
4630,Baby Leeks,5,10,330
4894,Lemongrass,5,8,30
3362,Without Postharvest Treatment Lemons,100,3,90
3617,Seedless Lemons,100,3,90
3626,Meyer Lemons,100,3,90
4033,Small Lemons,100,3,90
4053,Large Lemons,100,3,90
4304,Retailer Assigned Lemons,100,3,90
4958,Medium Lemons,100,3,90
3097,"Romaine, Red Lettuce",5,8,3
3098,"Boston, Red Lettuce",5,8,3
3169,Catalogna Lettuce,5,8,3
3325,Lollo Bionda/Coral - Green Lettuce,5,8,3
3326,Lollo Rossa/Coral - Red Lettuce,5,8,3
3327,Mignonette (Compact Red-Tinged Butterhead Varieties) Lettuce,5,8,3
3328,Mixed Small-Leaf Salad Lettuce,5,8,3
3329,Oak Leaf - Green Lettuce,5,8,3
3330,Oak Leaf - Reg Lettuce,5,8,3
4061,Iceberg Lettuce,5,8,3
4075,Red Leaf Lettuce,5,8,3
4076,Green Leaf Lettuce,5,8,3
4631,Bibb/Flat/Round Lettuce,5,8,3
4632,Boston/Butter Lettuce,5,8,3
4633,Hydroponic Lettuce,5,8,3
4634,Iceberg Lettuce,5,8,3
4639,Mache Lettuce,5,8,3
4640,Romaine/Cos Lettuce,5,8,3
4641,Retailer Assigned Lettuce,5,8,3
4642,Retailer Assigned Lettuce,5,8,3
4643,Retailer Assigned Lettuce,5,8,3
4328,Limequats,5,8,30
4048,"Regular (Incl. Persian, Tahiti & Bearss) Limes",5,8,30
4305,Key (Incl. Mexican & West Indian) Limes,5,8,30
4306,Retailer Assigned Limes,5,8,30
4307,Longan,5,8,30
4308,Loquats,5,8,30
3099,Lotus Root,5,8,30
4309,Lychees,5,6,330
3106,Macadamia,5,8,30
3366,Madroña,5,8,30
4644,Malanga,5,8,30
4310,Mamey,5,8,30
3114,Extra-Large Green Mango,12,5,360
3363,Kensington Pride Mango,12,5,360
3364,R2E2 Mango,12,5,360
3365,Ripe/Ready-To-Eat Mango,12,5,360
3464,B-74 Mango,12,5,360
3488,Extra-Large Red Mango,12,5,360
3621,Francis Mango,12,5,360
4051,"Small Red (Includes Tommy Atkins, Kent, Palmer, Vandyke, Edward,Hayden) Mango",12,5,360
4311,Small Green (Includes Keitt And Francis) Mango,12,5,360
4312,"Small Yellow (Includes Oro, Ataulfo/Honey Manila) Mango",12,5,360
4313,Retailer Assigned Mango,12,5,360
4314,Retailer Assigned Mango,12,5,360
4315,Retailer Assigned Mango,12,5,360
4316,Retailer Assigned Mango,12,5,360
4584,Large Green (Includes Keitt And Francis) Mango,12,5,360
4959,"Large Red (Includes Tommy Atkins, Kent, Palmer Vandyke, Edward, Hayden) Mango",12,5,360
4961,Large Yellow Mango,12,5,360
3042,Mangosteen,5,8,30
4895,Marjoram,5,8,30
3033,Small Charentais Melon,5,4,330
3034,Large Charentais Melon,5,4,330
3100,Gold Honeydew Melon,5,4,330
3101,Piel De Sapo Melon,5,4,330
3281,"Watermelon - Orange, Seedless Melon",5,4,330
3289,Sprite Melon,5,4,330
3306,Medium Charentais Melon,5,4,330
3307,Extra-Large Charentais Melon,5,4,330
3308,"Watermelon - Orange, Seedless Melon",5,4,330
3367,Glasshouse - Netted Varieties Melon,5,4,330
3368,Ogen Melon,5,4,330
3421,3-7 LBS Watermelon - Mini Seedless Melon,5,4,330
3456,Winter Melon,5,4,330
3470,"Watermelon - Red, Small Seeds Melon",5,4,330
3494,3-7 LBS Watermelon - Yellow Mini Seedless Melon,5,4,330
3622,Honey Green Melon,5,4,330
3623,Hami Melon,5,4,330
3624,Korean Melon,5,4,330
4031,Watermelon - Red Melon,5,4,330
4032,"Watermelon - Red, Seedless Melon",5,4,330
4034,Large Honeydew/White Honeydew Melon,5,4,330
4049,Small Cantaloupe/Rockmelon Melon,5,4,330
4050,Large Cantaloupe/Rockmelon Melon,5,4,330
4317,Canary/Yellow Honeydew Melon,5,4,330
4318,Small Cantaloupe/Muskmelon Melon,5,4,330
4319,Large Cantaloupe/Muskmelon Melon,5,4,330
4320,Casaba Melon,5,4,330
4321,Cinnabar Melon,5,4,330
4322,Crenshaw Melon,5,4,330
4324,French Afternoon Melon,5,4,330
4325,French Breakfast Melon,5,4,330
4326,Galia Melon,5,4,330
4327,Orange Flesh/Cantaline Melon,5,4,330
4329,Small Honeydew/White Honeydew Melon,5,4,330
4330,Mayan Melon,5,4,330
4331,Mickey Lee Watermelon/Sugarbaby Melon,5,4,330
4332,Muskmelon Melon,5,4,330
4333,Pepino Melon,5,4,330
4334,Persian Melon,5,4,330
4335,Prince Melon,5,4,330
4336,Santa Claus Melon,5,4,330
4337,Saticoy Melon,5,4,330
4338,Sharlin Melon,5,4,330
4339,Spanish/Tendral Melon,5,4,330
4340,Watermelon - Yellow Melon,5,4,330
4341,"Watermelon - Yellow, Seedless Melon",5,4,330
4342,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4343,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4344,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4345,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4346,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4347,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4348,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4349,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4350,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4351,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4352,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4353,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4354,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4355,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4356,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4357,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4358,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4359,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4360,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4361,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4362,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4363,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4364,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4365,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4366,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4367,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4368,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4369,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4370,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4371,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4372,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4373,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4374,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4375,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
4376,Retailer Assigned (Includes Pre-Cut Melons) Melon,5,4,330
3475,Peppermint Mint,5,8,30
4896,Mint,5,8,30
4929,Mixed Nuts,5,8,30
3102,Morel Mushrooms,330,330,330
3103,Enoki Mushrooms,330,330,330
3404,Cep Mushrooms,330,330,330
3405,Fairy Ring Champignon Mushrooms,330,330,330
3406,Grey - Tricholoma Mushrooms,330,330,330
3407,Grisette Mushrooms,330,330,330
3408,Horn Of Plenty/Black Trumpet Mushrooms,330,330,330
3409,Pioppino Mushrooms,330,330,330
3410,Saffron Milk-Cap Mushrooms,330,330,330
3411,Sheep Polypore Mushrooms,330,330,330
4085,Large Regular Mushrooms,330,330,330
4645,"Small Regular, Button Mushrooms",330,330,330
4646,Black Forest Mushrooms,330,330,330
4647,Chanterelle Mushrooms,330,330,330
4648,Cremini/Brown/Swiss Brown Mushrooms,330,330,330
4649,Oyster Mushrooms,330,330,330
4650,Portabella Mushrooms,330,330,330
4651,Shiitake Mushrooms,330,330,330
4652,Wood Ear Mushrooms,330,330,330
4653,Retailer Assigned Mushrooms,330,330,330
4654,Retailer Assigned Mushrooms,330,330,330
3275,Yellow (Nyah-May) Name,5,8,30
3276,White (Nyah-May) Name,5,8,30
4818,Retailer Assigned Name,5,8,30
3035,"Large White Flesh, Tree Ripened, Nectarine",2,4,360
3369,Nectavigne (Red Flesh) Nectarine,2,4,360
3437,Flat Yellow Nectarine,2,4,360
3439,White Flesh Flat Nectarine,2,4,360
4035,Small Yellow Flesh Nectarine,2,4,360
4036,Large Yellow Flesh Nectarine,2,4,360
4188,"Small White Flesh, Tree Ripened, Ready-To-Eat Nectarine",2,4,360
4377,"Small Yellow Flesh, Tree Ripened, Ready-To-Eat Nectarine",2,4,360
4378,"Large Yellow Flesh, Tree Ripened, Ready-To-Eat Nectarine",2,4,360
4379,Retailer Assigned Nectarine,2,4,360
4380,Retailer Assigned Nectarine,2,4,360
4655,Regular (Green) Okra,5,2,330
4656,Chinese Okra,5,2,330
4657,Red Okra,5,2,330
3162,Synonymous With Water Spinach Ong Choy,5,8,30
3286,Sweet Red Italian - Flat Onions,60,60,210
3331,Red Fresh - Bunch Onions,60,60,210
3412,Yellow/Brown Fresh - Bunch Onions,60,60,210
3493,Tearless Sweet Onions,60,60,210
3520,Sk-20 Onions,60,60,210
3535,Sweetheart Onions,60,60,210
4068,Green (Scallions)/Spring Onions,60,60,210
4082,Red Onions,60,60,210
4093,Large Yellow/Brown Onions,60,60,210
4159,Vidalia Onions,60,60,210
4161,Texas Sweet Onions,60,60,210
4163,Walla Walla Onions,60,60,210
4164,Maui Onions,60,60,210
4165,California Sweet Onions,60,60,210
4166,Other Sweet Onions,60,60,210
4658,Boiling Onions,60,60,210
4659,Bulb Onions,60,60,210
4660,Pearl Onions,60,60,210
4661,"Pickling, White Onions",60,60,210
4662,Shallots Onions,60,60,210
4663,White Onions,60,60,210
4665,Small Yellow/Brown Onions,60,60,210
4666,Retailer Assigned Onions,60,60,210
4667,Retailer Assigned Onions,60,60,210
4668,Retailer Assigned Onions,60,60,210
4669,Retailer Assigned Onions,60,60,210
4670,Retailer Assigned Onions,60,60,210
3476,Orange Tree Leaf,5,8,30
3027,Shamouti Oranges,360,3,330
3028,Small Delta Seedless Oranges,360,3,330
3036,Small Midknight Oranges,360,3,330
3107,Medium Navel Oranges,360,3,330
3108,Medium Valencia Oranges,360,3,330
3109,Seville (Marmalade Type) Oranges,360,3,330
3110,"Navel, Cara Cara (Red) Oranges",360,3,330
3153,Medium Delta Seedless Oranges,360,3,330
3154,Large Delta Seedless Oranges,360,3,330
3155,Medium Midknight Oranges,360,3,330
3156,Large Midknight Oranges,360,3,330
3309,Lima Oranges,360,3,330
3310,Pera Oranges,360,3,330
3370,Maltaise Oranges,360,3,330
3371,Salustiana Oranges,360,3,330
3372,Navelate (And Other Late Navel Varieties) Oranges,360,3,330
3373,Navelina (Incl. Newhall) Oranges,360,3,330
3374,Without Postharvest Treatment Oranges,360,3,330
4012,Large Navel Oranges,360,3,330
4013,Small Navel Oranges,360,3,330
4014,Small Valencia Oranges,360,3,330
4014,Small Valencia Oranges,360,3,330
4381,Blood Oranges,360,3,330
4382,Juice Oranges,360,3,330
4384,Small Navel Oranges,360,3,330
4385,Large Navel Oranges,360,3,330
4386,Small Temple Oranges,360,3,330
4387,Large Temple Oranges,360,3,330
4388,Large Valencia Oranges,360,3,330
4388,Large Valencia Oranges,360,3,330
4389,Retailer Assigned Oranges,360,3,330
4390,Retailer Assigned Oranges,360,3,330
4391,Retailer Assigned Oranges,360,3,330
4392,Retailer Assigned Oranges,360,3,330
4393,Retailer Assigned Oranges,360,3,330
4897,Oregano,5,8,30
4870,Retailer Assigned Other Dried Fruits,5,8,30
4871,Retailer Assigned Other Dried Fruits,5,8,30
4872,Retailer Assigned Other Dried Fruits,5,8,30
4873,Retailer Assigned Other Dried Fruits,5,8,30
4874,Retailer Assigned Other Dried Fruits,5,8,30
4875,Retailer Assigned Other Dried Fruits,5,8,30
4876,Retailer Assigned Other Dried Fruits,5,8,30
4877,Retailer Assigned Other Dried Fruits,5,8,30
4878,Retailer Assigned Other Dried Fruits,5,8,30
4879,Retailer Assigned Other Dried Fruits,5,8,30
4880,Retailer Assigned Other Dried Fruits,5,8,30
4881,Retailer Assigned Other Dried Fruits,5,8,30
4882,Retailer Assigned Other Dried Fruits,5,8,30
4883,Retailer Assigned Other Dried Fruits,5,8,30
4471,Retailer Assigned Other Fruits,5,8,30
4472,Retailer Assigned Other Fruits,5,8,30
4473,Retailer Assigned Other Fruits,5,8,30
4474,Retailer Assigned Other Fruits,5,8,30
4475,Retailer Assigned Other Fruits,5,8,30
4476,Retailer Assigned Other Fruits,5,8,30
4477,Retailer Assigned Other Fruits,5,8,30
4478,Retailer Assigned Other Fruits,5,8,30
4479,Retailer Assigned Other Fruits,5,8,30
4480,Retailer Assigned Other Fruits,5,8,30
4481,Retailer Assigned Other Fruits,5,8,30
4482,Retailer Assigned Other Fruits,5,8,30
4483,Retailer Assigned Other Fruits,5,8,30
4484,Retailer Assigned Other Fruits,5,8,30
4485,Retailer Assigned Other Fruits,5,8,30
4486,Retailer Assigned Other Fruits,5,8,30
4487,Retailer Assigned Other Fruits,5,8,30
4488,Retailer Assigned Other Fruits,5,8,30
4489,Retailer Assigned Other Fruits,5,8,30
4490,Retailer Assigned Other Fruits,5,8,30
4909,Retailer Assigned Other Herbs,5,8,30
4910,Retailer Assigned Other Herbs,5,8,30
4911,Retailer Assigned Other Herbs,5,8,30
4912,Retailer Assigned Other Herbs,5,8,30
4913,Retailer Assigned Other Herbs,5,8,30
4914,Retailer Assigned Other Herbs,5,8,30
4915,Retailer Assigned Other Herbs,5,8,30
4916,Retailer Assigned Other Herbs,5,8,30
4917,Retailer Assigned Other Herbs,5,8,30
4918,Retailer Assigned Other Herbs,5,8,30
4919,Retailer Assigned Other Herbs,5,8,30
4920,Retailer Assigned Other Herbs,5,8,30
4921,Retailer Assigned Other Herbs,5,8,30
4922,Retailer Assigned Other Herbs,5,8,30
4923,Retailer Assigned Other Herbs,5,8,30
4947,Retailer Assigned Other Nuts,5,8,30
4948,Retailer Assigned Other Nuts,5,8,30
4949,Retailer Assigned Other Nuts,5,8,30
4950,Retailer Assigned Other Nuts,5,8,30
4951,Retailer Assigned Other Nuts,5,8,30
4952,Retailer Assigned Other Nuts,5,8,30
4953,Retailer Assigned Other Nuts,5,8,30
4954,Retailer Assigned Other Nuts,5,8,30
4955,Retailer Assigned Other Nuts,5,8,30
4956,Retailer Assigned Other Nuts,5,8,30
4500,Retailer Assigned Other Vegetables,5,8,30
4501,Retailer Assigned Other Vegetables,5,8,30
4502,Retailer Assigned Other Vegetables,5,8,30
4503,Retailer Assigned Other Vegetables,5,8,30
4504,Retailer Assigned Other Vegetables,5,8,30
4505,Retailer Assigned Other Vegetables,5,8,30
4506,Retailer Assigned Other Vegetables,5,8,30
4507,Retailer Assigned Other Vegetables,5,8,30
4508,Retailer Assigned Other Vegetables,5,8,30
4509,Retailer Assigned Other Vegetables,5,8,30
4510,Retailer Assigned Other Vegetables,5,8,30
4511,Retailer Assigned Other Vegetables,5,8,30
4512,Retailer Assigned Other Vegetables,5,8,30
4513,Retailer Assigned Other Vegetables,5,8,30
4820,Retailer Assigned Other Vegetables,5,8,30
4821,Retailer Assigned Other Vegetables,5,8,30
4822,Retailer Assigned Other Vegetables,5,8,30
4823,Retailer Assigned Other Vegetables,5,8,30
4824,Retailer Assigned Other Vegetables,5,8,30
4825,Retailer Assigned Other Vegetables,5,8,30
4826,Retailer Assigned Other Vegetables,5,8,30
4827,Retailer Assigned Other Vegetables,5,8,30
4828,Retailer Assigned Other Vegetables,5,8,30
4829,Retailer Assigned Other Vegetables,5,8,30
4830,Retailer Assigned Other Vegetables,5,8,30
4831,Retailer Assigned Other Vegetables,5,8,30
4832,Retailer Assigned Other Vegetables,5,8,30
4833,Retailer Assigned Other Vegetables,5,8,30
4834,Retailer Assigned Other Vegetables,5,8,30
4835,Retailer Assigned Other Vegetables,5,8,30
4836,Retailer Assigned Other Vegetables,5,8,30
4837,Retailer Assigned Other Vegetables,5,8,30
4838,Retailer Assigned Other Vegetables,5,8,30
4839,Retailer Assigned Other Vegetables,5,8,30
4840,Retailer Assigned Other Vegetables,5,8,30
4841,Retailer Assigned Other Vegetables,5,8,30
4842,Retailer Assigned Other Vegetables,5,8,30
4843,Retailer Assigned Other Vegetables,5,8,30
4844,Retailer Assigned Other Vegetables,5,8,30
4845,Retailer Assigned Other Vegetables,5,8,30
4846,Retailer Assigned Other Vegetables,5,8,30
4847,Retailer Assigned Other Vegetables,5,8,30
4848,Retailer Assigned Other Vegetables,5,8,30
4849,Retailer Assigned Other Vegetables,5,8,30
4850,Retailer Assigned Other Vegetables,5,8,30
4851,Retailer Assigned Other Vegetables,5,8,30
4852,Retailer Assigned Other Vegetables,5,8,30
4853,Retailer Assigned Other Vegetables,5,8,30
4854,Retailer Assigned Other Vegetables,5,8,30
4855,Retailer Assigned Other Vegetables,5,8,30
4856,Retailer Assigned Other Vegetables,5,8,30
4857,Retailer Assigned Other Vegetables,5,8,30
4858,Retailer Assigned Other Vegetables,5,8,30
4859,Retailer Assigned Other Vegetables,5,8,30
4898,Oyster Plant/Salsify,5,10,25
3477,Papalo,5,8,30
3111,Red-Fleshed (Solo Sunrise) Papaya/Pawpaw,5,8,30
3112,Meridol Papaya/Pawpaw,5,8,30
4052,Small Regular Papaya/Pawpaw,5,8,30
4394,Large Regular Papaya/Pawpaw,5,8,30
4395,Cooking/Mexican Papaya/Pawpaw,5,8,30
4396,Retailer Assigned Papaya/Pawpaw,5,8,30
4899,Regular/Curly Parsley,5,8,30
4901,Italian/Continental/French Parsley,5,8,30
4902,Retailer Assigned Parsley,5,8,30
4671,Parsley Root(Hamburg Parsley),5,8,30
3053,Baby Parsnip,5,21,330
4672,Parsnip,5,21,330
3038,"Granadilla, Orange Passion Fruit",3,6,210
3311,Curuba/Banana Passion Fruit,3,6,210
3312,Granadilla - Yellow/Maracuja Passion Fruit,3,6,210
4397,Purple Passion Fruit,3,6,210
4398,Retailer Assigned Passion Fruit,3,6,210
3113,Flat White Flesh (Saturn Type) Peaches,2,4,330
3115,Flat Yellow Flesh Peaches,2,4,330
3116,Small Yellow Flesh (Tree Ripened/Ready-To-Eat) Peaches,2,4,330
3117,Large Yellow Flesh (Tree Ripened/Ready-To-Eat) Peaches,2,4,330
3313,Small White Flesh - Tree Ripened/ Ready-To-Eat Peaches,2,4,330
3314,Large White Flesh - Tree Ripened/ Ready-To-Eat Peaches,2,4,330
3375,De Vigne & Sanguine (Red Flesh) Peaches,2,4,330
4037,Small Yellow Flesh Peaches,2,4,330
4038,Large Yellow Flesh Peaches,2,4,330
4043,Small Yellow Flesh - Tree Ripened/Ready-To-Eat Peaches,2,4,330
4044,Large Yellow Flesh - Tree Ripened/Ready-To-Eat Peaches,2,4,330
4399,Indian Peaches,2,4,330
4400,Small White Flesh Peaches,2,4,330
4401,Large White Flesh Peaches,2,4,330
4402,Small Yellow Flesh Peaches,2,4,330
4403,Large Yellow Flesh Peaches,2,4,330
4404,Retailer Assigned Peaches,2,4,330
4405,Retailer Assigned Peaches,2,4,330
4930,Peanuts,5,8,30
4931,Raw Peanuts,5,8,30
4932,Roasted - Salted Peanuts,5,8,30
4933,Roasted - Unsalted Peanuts,5,8,30
4934,Retailer Assigned Peanuts,5,8,30
4935,Retailer Assigned Peanuts,5,8,30
3012,Abate Fetel Pears,2,6,330
3013,Beurre Hardy Pears,2,6,330
3014,Bon Rouge Pears,2,6,330
3015,Clara Friis Pears,2,6,330
3016,Concorde Pears,2,6,330
3017,Conference Pears,2,6,330
3018,Durondeau Pears,2,6,330
3019,Flamingo Pears,2,6,330
3020,General Leclerc Pears,2,6,330
3021,Guyot Pears,2,6,330
3022,Josephine Pears,2,6,330
3023,Small Passe Crassane Pears,2,6,330
3024,Rocha Pears,2,6,330
3025,Rosemarie Pears,2,6,330
3026,Triumph De Vienne Pears,2,6,330
3118,Starkrimson Pears,2,6,330
3316,Carmen Pears,2,6,330
3317,Angelys Pears,2,6,330
3318,Large Passe Crassane Pears,2,6,330
3376,Alexander Lucas Pears,2,6,330
3377,Louise Bonne Pears,2,6,330
3378,Santa Maria Pears,2,6,330
3420,Belle Du Jumet Pears,2,6,330
3434,Tosca Pears,2,6,330
3466,Cape Rose Pears,2,6,330
3485,Harovin Sundown Pears,2,6,330
3489,Cepuna Pears,2,6,330
3495,Celina Pears,2,6,330
3518,Oksana Pears,2,6,330
3522,Hw624 Pears,2,6,330
3606,Sweet Sensation Pears,2,6,330
4024,Small Bartlett/Williams/Wbc Pears,2,6,330
4025,Small Anjou Pears,2,6,330
4026,Small Bosc/Beurre Bosc Pears,2,6,330
4406,Asian/Nashi - White Pears,2,6,330
4407,Asian/Nashi - Yellow Pears,2,6,330
4408,Asian/Nashi - Brown Pears,2,6,330
4409,Large Bartlett/Williams/Wbc Pears,2,6,330
4410,Bartlett - Red/Red Sensation Pears,2,6,330
4411,Small Bosc/Beurre Bosc Pears,2,6,330
4412,Large Bosc/Beurre Bosc Pears,2,6,330
4413,Large Bosc/Beurre Bosc Pears,2,6,330
4414,Comice/ Doyenne Du Comice Pears,2,6,330
4415,Red Pears,2,6,330
4416,Large Anjou Pears,2,6,330
4417,Anjou - Red Pears,2,6,330
4418,Forelle/Corella Pears,2,6,330
4419,French Pears,2,6,330
4420,King Royal Pears,2,6,330
4421,Packham/Packhams Triumph Pears,2,6,330
4422,Seckel Pears,2,6,330
4423,Tree Ripened Pears,2,6,330
4424,Winter Nelis/Honey Pears,2,6,330
4425,Retailer Assigned Pears,2,6,330
4426,Retailer Assigned Pears,2,6,330
4553,Taylors Gold Pears,2,6,330
4890,Chinese Yali Pears,2,6,330
4960,Fragrant Pears,2,6,330
4092,Chinese Snow Pea/Pea Pod/Mange Tout Peas,450,450,450
4673,Blackeyed Peas,450,450,450
4674,Green Peas,450,450,450
4675,Sugar Snap Peas,450,450,450
4676,Retailer Assigned Peas,450,450,450
4936,Pecans,5,8,30
4937,Retailer Assigned Pecans,5,8,30
3054,Elongated (Clovis Red/Lamuyo Red) Peppers,3,10,330
3055,Elongated (Clovis Green/Lamuyo Green) Peppers,3,10,330
